City,Region,Municipal,Year,Population,Violent_crime,Violent_crime_Rate,Murder_and_nonnegligent_manslaughter,Murder_and_nonnegligent_manslaughter_Rate,Rape,Rape_Rate,Robbery,Robbery_Rate,Aggravated_assault,Aggravated_assault_Rate,Property_crime,Property_crime_Rate,Burglary,Burglary_Rate,Larceny_theft,Larceny_theft_Rate,Motor_vehicle_theft,Motor_vehicle_theft_Rate,Arson,Arson_Rate
Rutland,Rutland,Rutland,2017,"8,687",18,207.21,0,0,3,34.53,0,0,15,172.67,70,805.8,19,218.72,47,541.04,4,46.05,1,11.51
Salem,Salem,Salem,2010,"41,017",188,458.35,1,2.44,15,36.57,26,63.39,146,355.95,1015,2474.58,213,519.3,729,1777.31,73,177.97,NA,0
Salem,Salem,Salem,2011,"41,592",119,286.11,0,0,15,36.06,22,52.89,82,197.15,986,2370.65,173,415.95,744,1788.81,69,165.9,NA,0
Salem,Salem,Salem,2012,"42,025",159,378.35,0,0,7,16.66,17,40.45,135,321.24,955,2272.46,148,352.17,754,1794.17,53,126.12,NA,0
Salem,Salem,Salem,2013,"42,468",128,301.4,0,0,3,7.06,22,51.8,103,242.54,1238,2915.14,135,317.89,1058,2491.29,45,105.96,8,18.84
Salem,Salem,Salem,2014,"42,847",154,359.42,0,0,8,18.67,26,60.68,120,280.07,1157,2700.31,103,240.39,1019,2378.23,35,81.69,2,4.67
Salem,Salem,Salem,2015,"43,090",125,290.09,1,2.32,7,16.25,23,53.38,94,218.15,1303,3023.9,171,396.84,1080,2506.38,52,120.68,0,0
Salem,Salem,Salem,2016,"42,888",131,305.45,2,4.66,11,25.65,33,76.94,85,198.19,1033,2408.6,111,258.81,877,2044.86,45,104.92,2,4.66
Salem,Salem,Salem,2017,"43,385",116,267.37,0,0,19,43.79,28,64.54,69,159.04,951,2192,113,260.46,787,1813.99,51,117.55,3,6.91
Salisbury,Salisbury,Salisbury,2010,"8,612",36,418.02,0,0,7,81.28,4,46.45,25,290.29,189,2194.61,79,917.32,98,1137.95,12,139.34,2,23.22
Salisbury,Salisbury,Salisbury,2011,"8,333",41,492.02,0,0,9,108,2,24,30,360.01,169,2028.08,54,648.03,108,1296.05,7,84,1,12
Salisbury,Salisbury,Salisbury,2012,"8,422",36,427.45,0,0,5,59.37,1,11.87,30,356.21,226,2683.45,47,558.06,165,1959.15,14,166.23,0,0
Salisbury,Salisbury,Salisbury,2013,"8,490",45,530.04,1,11.78,7,82.45,5,58.89,32,376.91,178,2096.58,57,671.38,113,1330.98,8,94.23,0,0
Salisbury,Salisbury,Salisbury,2014,"8,676",38,437.99,0,0,8,92.21,2,23.05,28,322.73,171,1970.95,45,518.67,120,1383.13,6,69.16,0,0
Salisbury,Salisbury,Salisbury,2015,"8,813",29,329.06,0,0,4,45.39,1,11.35,24,272.32,141,1599.91,30,340.41,106,1202.77,5,56.73,1,11.35
Salisbury,Salisbury,Salisbury,2016,"9,425",34,360.74,0,0,8,84.88,4,42.44,22,233.42,154,1633.95,36,381.96,111,1177.72,7,74.27,0,0
Salisbury,Salisbury,Salisbury,2017,"9,517",33,346.75,0,0,2,21.02,2,21.02,29,304.72,121,1271.41,18,189.14,84,882.63,19,199.64,1,10.51
Sandisfield,Sandisfield,Sandisfield,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandisfield,Sandisfield,Sandisfield,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandisfield,Sandisfield,Sandisfield,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandisfield,Sandisfield,Sandisfield,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandisfield,Sandisfield,Sandisfield,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandisfield,Sandisfield,Sandisfield,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandisfield,Sandisfield,Sandisfield,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandisfield,Sandisfield,Sandisfield,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandwich,Sandwich,Sandwich,2010,"19,721",41,207.9,0,0,7,35.5,2,10.14,32,162.26,273,1384.31,76,385.38,190,963.44,7,35.5,3,15.21
Sandwich,Sandwich,Sandwich,2011,"20,801",50,240.37,0,0,9,43.27,1,4.81,40,192.3,282,1355.7,59,283.64,220,1057.64,3,14.42,2,9.61
Sandwich,Sandwich,Sandwich,2012,"20,848",39,187.07,0,0,5,23.98,3,14.39,31,148.7,315,1510.94,115,551.61,193,925.75,7,33.58,1,4.8
Sandwich,Sandwich,Sandwich,2013,"20,713",31,149.66,0,0,8,38.62,1,4.83,22,106.21,259,1250.42,70,337.95,181,873.85,8,38.62,1,4.83
Sandwich,Sandwich,Sandwich,2014,"20,628",37,179.37,0,0,2,9.7,2,9.7,33,159.98,192,930.77,57,276.32,125,605.97,10,48.48,4,19.39
Sandwich,Sandwich,Sandwich,2015,"20,511",18,87.76,0,0,1,4.88,2,9.75,15,73.13,160,780.07,40,195.02,116,565.55,4,19.5,1,4.88
Sandwich,Sandwich,Sandwich,2016,"20,312",33,162.47,0,0,3,14.77,0,0,30,147.7,150,738.48,29,142.77,115,566.17,6,29.54,0,0
Sandwich,Sandwich,Sandwich,2017,"20,362",34,166.98,0,0,5,24.56,0,0,29,142.42,155,761.22,30,147.33,117,574.6,8,39.29,0,0
Saugus,Saugus,Saugus,2010,"27,830",57,204.81,0,0,5,17.97,18,64.68,34,122.17,1124,4038.81,229,822.85,832,2989.58,63,226.37,1,3.59
Saugus,Saugus,Saugus,2011,"26,790",84,313.55,0,0,5,18.66,23,85.85,56,209.03,908,3389.32,174,649.5,666,2486,68,253.83,4,14.93
Saugus,Saugus,Saugus,2012,"27,075",84,310.25,2,7.39,5,18.47,24,88.64,53,195.75,796,2939.98,113,417.36,641,2367.5,42,155.12,1,3.69
Saugus,Saugus,Saugus,2013,"27,628",80,289.56,0,0,10,36.2,15,54.29,55,199.07,648,2345.45,84,304.04,527,1907.49,37,133.92,2,7.24
Saugus,Saugus,Saugus,2014,"28,078",71,252.87,0,0,6,21.37,13,46.3,52,185.2,706,2514.42,72,256.43,598,2129.78,36,128.21,1,3.56
Saugus,Saugus,Saugus,2015,"28,240",71,251.42,1,3.54,16,56.66,12,42.49,42,148.73,625,2213.17,64,226.63,523,1851.98,38,134.56,1,3.54
Saugus,Saugus,Saugus,2016,"28,131",91,323.49,0,0,7,24.88,19,67.54,65,231.06,572,2033.34,42,149.3,499,1773.84,31,110.2,0,0
Saugus,Saugus,Saugus,2017,"28,241",73,258.49,0,0,4,14.16,11,38.95,58,205.38,478,1692.57,41,145.18,402,1423.46,35,123.93,0,0
Savoy,Savoy,Savoy,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savoy,Savoy,Savoy,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savoy,Savoy,Savoy,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savoy,Savoy,Savoy,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savoy,Savoy,Savoy,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savoy,Savoy,Savoy,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savoy,Savoy,Savoy,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savoy,Savoy,Savoy,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scituate,Scituate,Scituate,2010,"18,143",32,176.38,0,0,2,11.02,0,0,30,165.35,223,1229.12,49,270.08,158,870.86,16,88.19,0,0
Scituate,Scituate,Scituate,2011,"18,244",38,208.29,0,0,1,5.48,5,27.41,32,175.4,197,1079.81,51,279.54,135,739.97,11,60.29,1,5.48
Scituate,Scituate,Scituate,2012,"18,395",23,125.03,0,0,2,10.87,1,5.44,20,108.73,208,1130.74,34,184.83,169,918.73,5,27.18,6,32.62
Scituate,Scituate,Scituate,2013,"18,230",24,131.65,0,0,3,16.46,3,16.46,18,98.74,135,740.54,26,142.62,105,575.97,4,21.94,0,0
Scituate,Scituate,Scituate,2014,"18,385",24,130.54,0,0,1,5.44,1,5.44,22,119.66,105,571.12,23,125.1,75,407.94,7,38.07,2,10.88
Scituate,Scituate,Scituate,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scituate,Scituate,Scituate,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scituate,Scituate,Scituate,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seekonk,Seekonk,Seekonk,2010,"13,635",35,256.69,0,0,0,0,9,66.01,26,190.69,401,2940.96,65,476.71,320,2346.9,16,117.35,2,14.67
Seekonk,Seekonk,Seekonk,2011,"13,806",26,188.32,0,0,3,21.73,2,14.49,21,152.11,392,2839.35,46,333.19,335,2426.48,11,79.68,3,21.73
Seekonk,Seekonk,Seekonk,2012,"13,862",34,245.27,0,0,4,28.86,6,43.28,24,173.14,396,2856.73,53,382.34,323,2330.11,20,144.28,3,21.64
Seekonk,Seekonk,Seekonk,2013,"14,102",33,234.01,1,7.09,0,0,4,28.36,28,198.55,351,2489.01,50,354.56,280,1985.53,21,148.92,0,0
Seekonk,Seekonk,Seekonk,2014,"14,568",20,137.29,0,0,2,13.73,4,27.46,14,96.1,373,2560.41,47,322.62,307,2107.36,19,130.42,0,0
Seekonk,Seekonk,Seekonk,2015,"14,933",27,180.81,0,0,1,6.7,3,20.09,23,154.02,346,2317.02,37,247.77,300,2008.97,9,60.27,0,0
Seekonk,Seekonk,Seekonk,2016,"15,159",30,197.9,0,0,3,19.79,2,13.19,25,164.92,319,2104.36,34,224.29,273,1800.91,12,79.16,0,0
Seekonk,Seekonk,Seekonk,2017,"15,521",24,154.63,0,0,2,12.89,6,38.66,16,103.09,264,1700.92,22,141.74,225,1449.65,17,109.53,0,0
Sharon,Sharon,Sharon,2010,"17,903",4,22.34,0,0,0,0,1,5.59,3,16.76,115,642.35,36,201.08,77,430.1,2,11.17,0,0
Sharon,Sharon,Sharon,2011,"17,719",4,22.57,0,0,0,0,1,5.64,3,16.93,144,812.69,59,332.98,80,451.49,5,28.22,0,0
Sharon,Sharon,Sharon,2012,"17,892",15,83.84,0,0,0,0,2,11.18,13,72.66,109,609.21,43,240.33,62,346.52,4,22.36,0,0
Sharon,Sharon,Sharon,2013,"17,935",1,5.58,0,0,0,0,0,0,1,5.58,76,423.75,26,144.97,46,256.48,4,22.3,0,0
Sharon,Sharon,Sharon,2014,"18,177",0,0,0,0,0,0,0,0,0,0,81,445.62,18,99.03,60,330.09,3,16.5,1,5.5
Sharon,Sharon,Sharon,2015,"18,250",0,0,0,0,0,0,0,0,0,0,76,416.44,19,104.11,53,290.41,4,21.92,0,0
Sharon,Sharon,Sharon,2016,"18,200",14,76.92,0,0,2,10.99,0,0,12,65.93,62,340.66,16,87.91,43,236.26,3,16.48,0,0
Sharon,Sharon,Sharon,2017,"18,419",15,81.44,0,0,3,16.29,4,21.72,8,43.43,45,244.31,4,21.72,39,211.74,2,10.86,0,0
Sheffield,Sheffield,Sheffield,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheffield,Sheffield,Sheffield,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheffield,Sheffield,Sheffield,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheffield,Sheffield,Sheffield,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheffield,Sheffield,Sheffield,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheffield,Sheffield,Sheffield,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheffield,Sheffield,Sheffield,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheffield,Sheffield,Sheffield,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelburne,Shelburne,Shelburne,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelburne,Shelburne,Shelburne,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelburne,Shelburne,Shelburne,2012,"1,915",1,52.22,0,0,0,0,0,0,1,52.22,16,835.51,6,313.32,10,522.19,0,0,0,0
Shelburne,Shelburne,Shelburne,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelburne,Shelburne,Shelburne,2014,"1,894",0,0,0,0,0,0,0,0,0,0,11,580.78,5,263.99,6,316.79,0,0,0,0
Shelburne,Shelburne,Shelburne,2015,"1,881",0,0,0,0,0,0,0,0,0,0,17,903.77,2,106.33,15,797.45,0,0,0,0
Shelburne,Shelburne,Shelburne,2016,"1,839",1,54.38,0,0,1,54.38,0,0,0,0,9,489.4,4,217.51,5,271.89,0,0,0,0
Shelburne,Shelburne,Shelburne,2017,"1,829",0,0,0,0,0,0,0,0,0,0,16,874.79,5,273.37,9,492.07,2,109.35,0,0
Sherborn,Sherborn,Sherborn,2010,"4,251",0,0,0,0,0,0,0,0,0,0,37,870.38,17,399.91,17,399.91,3,70.57,0,0
Sherborn,Sherborn,Sherborn,2011,"4,144",5,120.66,0,0,0,0,0,0,5,120.66,30,723.94,15,361.97,10,241.31,5,120.66,0,0
Sherborn,Sherborn,Sherborn,2012,"4,199",2,47.63,0,0,0,0,0,0,2,47.63,28,666.83,9,214.34,18,428.67,1,23.82,0,0
Sherborn,Sherborn,Sherborn,2013,"4,236",3,70.82,0,0,1,23.61,1,23.61,1,23.61,39,920.68,13,306.89,23,542.97,3,70.82,2,47.21
Sherborn,Sherborn,Sherborn,2014,"4,280",5,116.82,0,0,0,0,0,0,5,116.82,24,560.75,9,210.28,14,327.1,1,23.36,0,0
Sherborn,Sherborn,Sherborn,2015,"4,320",1,23.15,0,0,1,23.15,0,0,0,0,20,462.96,9,208.33,9,208.33,2,46.3,0,0
Sherborn,Sherborn,Sherborn,2016,"4,317",3,69.49,0,0,1,23.16,1,23.16,1,23.16,13,301.14,3,69.49,10,231.64,0,0,0,0
Sherborn,Sherborn,Sherborn,2017,"4,318",6,138.95,0,0,1,23.16,0,0,5,115.79,7,162.11,0,0,7,162.11,0,0,0,0
Shirley,Shirley,Shirley,2010,"8,073",15,185.8,1,12.39,1,12.39,2,24.77,11,136.26,73,904.25,28,346.84,37,458.32,8,99.1,0,0
Shirley,Shirley,Shirley,2011,"7,255",11,151.62,0,0,1,13.78,0,0,10,137.84,43,592.69,14,192.97,28,385.94,1,13.78,1,13.78
Shirley,Shirley,Shirley,2012,"7,337",18,245.33,0,0,3,40.89,0,0,15,204.44,42,572.44,23,313.48,18,245.33,1,13.63,1,13.63
Shirley,Shirley,Shirley,2013,"7,649",11,143.81,0,0,0,0,0,0,11,143.81,44,575.24,20,261.47,23,300.69,1,13.07,0,0
Shirley,Shirley,Shirley,2014,"7,716",4,51.84,0,0,0,0,0,0,4,51.84,35,453.6,10,129.6,24,311.04,1,12.96,0,0
Shirley,Shirley,Shirley,2015,"7,394",8,108.2,0,0,0,0,0,0,8,108.2,52,703.27,9,121.72,41,554.5,2,27.05,0,0
Shirley,Shirley,Shirley,2016,"7,389",17,230.07,0,0,2,27.07,0,0,15,203,42,568.41,6,81.2,34,460.14,2,27.07,0,0
Shirley,Shirley,Shirley,2017,"7,499",16,213.36,1,13.34,3,40.01,1,13.34,11,146.69,41,546.74,4,53.34,35,466.73,2,26.67,1,13.34
Shrewsbury,Shrewsbury,Shrewsbury,2010,"33,796",NA,0,1,2.96,2,5.92,3,8.88,NA,0,316,935.02,84,248.55,216,639.13,16,47.34,0,0
Shrewsbury,Shrewsbury,Shrewsbury,2011,"35,825",5,13.96,0,0,0,0,3,8.37,2,5.58,283,789.95,69,192.6,199,555.48,15,41.87,0,0
Shrewsbury,Shrewsbury,Shrewsbury,2012,"36,048",6,16.64,1,2.77,0,0,2,5.55,3,8.32,273,757.32,75,208.06,185,513.2,13,36.06,1,2.77
Shrewsbury,Shrewsbury,Shrewsbury,2013,"36,315",6,16.52,0,0,0,0,2,5.51,4,11.01,269,740.74,54,148.7,204,561.75,11,30.29,0,0
Shrewsbury,Shrewsbury,Shrewsbury,2014,"36,578",2,5.47,0,0,1,2.73,1,2.73,0,0,209,571.38,52,142.16,152,415.55,5,13.67,0,0
Shrewsbury,Shrewsbury,Shrewsbury,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shrewsbury,Shrewsbury,Shrewsbury,2016,"36,874",4,10.85,0,0,0,0,1,2.71,3,8.14,176,477.3,47,127.46,115,311.87,14,37.97,0,0
Shrewsbury,Shrewsbury,Shrewsbury,2017,"36,974",3,8.11,0,0,0,0,0,0,3,8.11,128,346.19,21,56.8,100,270.46,7,18.93,0,0
Shutesbury,Shutesbury,Shutesbury,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shutesbury,Shutesbury,Shutesbury,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shutesbury,Shutesbury,Shutesbury,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shutesbury,Shutesbury,Shutesbury,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shutesbury,Shutesbury,Shutesbury,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shutesbury,Shutesbury,Shutesbury,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shutesbury,Shutesbury,Shutesbury,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shutesbury,Shutesbury,Shutesbury,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somerset,Somerset,Somerset,2010,"18,364",42,228.71,0,0,4,21.78,5,27.23,33,179.7,217,1181.66,47,255.94,156,849.49,14,76.24,2,10.89
Somerset,Somerset,Somerset,2011,"18,276",38,207.92,0,0,3,16.41,2,10.94,33,180.56,296,1619.61,45,246.22,229,1253.01,22,120.38,1,5.47
Somerset,Somerset,Somerset,2012,"18,349",35,190.75,0,0,1,5.45,6,32.7,28,152.6,298,1624.07,69,376.04,217,1182.63,12,65.4,2,10.9
Somerset,Somerset,Somerset,2013,"18,340",28,152.67,0,0,3,16.36,2,10.91,23,125.41,263,1434.02,45,245.37,208,1134.13,10,54.53,0,0
Somerset,Somerset,Somerset,2014,"18,363",37,201.49,0,0,6,32.67,4,21.78,27,147.03,286,1557.48,43,234.17,230,1252.52,13,70.79,0,0
Somerset,Somerset,Somerset,2015,"18,301",39,213.1,0,0,5,27.32,3,16.39,31,169.39,246,1344.19,34,185.78,204,1114.69,8,43.71,1,5.46
Somerset,Somerset,Somerset,2016,"18,223",42,230.48,0,0,12,65.85,5,27.44,25,137.19,218,1196.29,28,153.65,171,938.37,19,104.26,1,5.49
Somerset,Somerset,Somerset,2017,"18,239",35,191.9,0,0,15,82.24,2,10.97,18,98.69,169,926.59,18,98.69,138,756.62,13,71.28,1,5.48
Somerville,Somerville,Somerville,2010,"75,585",238,314.88,0,0,12,15.88,71,93.93,155,205.07,1925,2546.8,486,642.98,1274,1685.52,165,218.3,5,6.62
Somerville,Somerville,Somerville,2011,"76,216",282,370,0,0,17,22.31,90,118.09,175,229.61,1742,2285.61,415,544.51,1178,1545.61,149,195.5,3,3.94
Somerville,Somerville,Somerville,2012,"77,200",269,348.45,0,0,23,29.79,82,106.22,164,212.44,1724,2233.16,348,450.78,1248,1616.58,128,165.8,3,3.89
Somerville,Somerville,Somerville,2013,"77,768",191,245.6,0,0,18,23.15,51,65.58,122,156.88,1525,1960.96,426,547.78,998,1283.3,101,129.87,21,27
Somerville,Somerville,Somerville,2014,"79,798",213,266.92,1,1.25,10,12.53,58,72.68,144,180.46,1224,1533.87,192,240.61,923,1156.67,109,136.59,4,5.01
Somerville,Somerville,Somerville,2015,"79,734",193,242.05,0,0,8,10.03,38,47.66,147,184.36,1634,2049.31,304,381.27,1197,1501.24,133,166.8,3,3.76
Somerville,Somerville,Somerville,2016,"80,899",206,254.64,0,0,14,17.31,48,59.33,144,178,1206,1490.75,207,255.87,897,1108.79,102,126.08,7,8.65
Somerville,Somerville,Somerville,2017,"82,326",191,232,1,1.21,16,19.43,41,49.8,133,161.55,1071,1300.93,174,211.35,808,981.46,89,108.11,5,6.07
South Hadley,South Hadley,South Hadley,2010,"17,138",37,215.89,0,0,1,5.83,6,35.01,30,175.05,288,1680.48,73,425.95,198,1155.33,17,99.19,4,23.34
South Hadley,South Hadley,South Hadley,2011,"17,621",45,255.38,0,0,4,22.7,9,51.08,32,181.6,274,1554.96,65,368.88,199,1129.33,10,56.75,3,17.03
South Hadley,South Hadley,South Hadley,2012,"17,642",42,238.07,1,5.67,10,56.68,2,11.34,29,164.38,334,1893.21,90,510.15,235,1332.05,9,51.01,2,11.34
South Hadley,South Hadley,South Hadley,2013,"17,794",38,213.56,0,0,4,22.48,4,22.48,30,168.6,276,1551.08,97,545.13,167,938.52,12,67.44,1,5.62
South Hadley,South Hadley,South Hadley,2014,"17,747",32,180.31,0,0,7,39.44,4,22.54,21,118.33,237,1335.44,66,371.89,159,895.93,12,67.62,2,11.27
South Hadley,South Hadley,South Hadley,2015,"17,684",40,226.19,0,0,6,33.93,3,16.96,31,175.3,276,1560.73,75,424.11,189,1068.76,12,67.86,2,11.31
South Hadley,South Hadley,South Hadley,2016,"17,748",23,129.59,0,0,1,5.63,5,28.17,17,95.79,253,1425.51,123,693.04,122,687.4,8,45.08,1,5.63
South Hadley,South Hadley,South Hadley,2017,"17,804",27,151.65,0,0,2,11.23,4,22.47,21,117.95,251,1409.8,95,533.59,148,831.27,8,44.93,1,5.62
Southampton,Southampton,Southampton,2010,"5,957",7,117.51,0,0,3,50.36,0,0,4,67.15,57,956.86,17,285.38,39,654.69,1,16.79,3,50.36
Southampton,Southampton,Southampton,2011,"5,827",11,188.78,0,0,0,0,0,0,11,188.78,51,875.24,17,291.75,32,549.17,2,34.32,1,17.16
Southampton,Southampton,Southampton,2012,"5,832",3,51.44,0,0,1,17.15,0,0,2,34.29,67,1148.83,16,274.35,49,840.19,2,34.29,0,0
Southampton,Southampton,Southampton,2013,"5,976",4,66.93,0,0,2,33.47,1,16.73,1,16.73,46,769.75,9,150.6,36,602.41,1,16.73,0,0
Southampton,Southampton,Southampton,2014,"6,030",4,66.33,0,0,1,16.58,0,0,3,49.75,30,497.51,5,82.92,25,414.59,0,0,0,0
Southampton,Southampton,Southampton,2015,"6,149",11,178.89,0,0,0,0,1,16.26,10,162.63,47,764.35,14,227.68,29,471.62,4,65.05,1,16.26
Southampton,Southampton,Southampton,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southampton,Southampton,Southampton,2017,"6,263",11,175.63,0,0,3,47.9,0,0,8,127.73,41,654.64,13,207.57,25,399.17,3,47.9,1,15.97
Southborough,Southborough,Southborough,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southborough,Southborough,Southborough,2011,"9,827",2,20.35,0,0,0,0,1,10.18,1,10.18,69,702.15,28,284.93,40,407.04,1,10.18,0,0
Southborough,Southborough,Southborough,2012,"9,887",3,30.34,0,0,0,0,0,0,3,30.34,69,697.89,32,323.66,37,374.23,0,0,0,0
Southborough,Southborough,Southborough,2013,"9,908",2,20.19,0,0,1,10.09,0,0,1,10.09,58,585.39,31,312.88,24,242.23,3,30.28,0,0
Southborough,Southborough,Southborough,2014,"9,956",2,20.09,0,0,1,10.04,0,0,1,10.04,45,451.99,16,160.71,28,281.24,1,10.04,0,0
Southborough,Southborough,Southborough,2015,"9,989",8,80.09,0,0,2,20.02,0,0,6,60.07,45,450.5,10,100.11,32,320.35,3,30.03,0,0
Southborough,Southborough,Southborough,2016,"10,048",5,49.76,0,0,0,0,0,0,5,49.76,53,527.47,15,149.28,31,308.52,7,69.67,0,0
Southborough,Southborough,Southborough,2017,"10,148",7,68.98,0,0,2,19.71,1,9.85,4,39.42,60,591.25,16,157.67,44,433.58,0,0,0,0
Southbridge,Southbridge,Southbridge,2010,"17,305",102,589.43,0,0,10,57.79,9,52.01,83,479.63,362,2091.88,118,681.88,231,1334.87,13,75.12,4,23.11
Southbridge,Southbridge,Southbridge,2011,"16,821",61,362.64,0,0,3,17.83,6,35.67,52,309.14,446,2651.45,199,1183.05,222,1319.78,25,148.62,10,59.45
Southbridge,Southbridge,Southbridge,2012,"16,924",63,372.25,0,0,2,11.82,13,76.81,48,283.62,428,2528.95,183,1081.3,234,1382.65,11,65,5,29.54
Southbridge,Southbridge,Southbridge,2013,"16,870",82,486.07,0,0,11,65.2,14,82.99,57,337.88,407,2412.57,149,883.22,236,1398.93,22,130.41,10,59.28
Southbridge,Southbridge,Southbridge,2014,"16,858",62,367.78,0,0,11,65.25,11,65.25,40,237.28,373,2212.6,140,830.47,220,1305.02,13,77.11,8,47.46
Southbridge,Southbridge,Southbridge,2015,"16,856",69,409.35,1,5.93,7,41.53,13,77.12,48,284.77,398,2361.18,160,949.22,224,1328.9,14,83.06,0,0
